ID,ndtv_tn_wordnet
10,"[['attack', 'offense', 0.9473684210526315], ['mumbai', 'court', 0.631578947368421], ['congress', 'court', 0.8], ['deterrent', 'matter', 0.8], ['pakistan', 'court', 0.5263157894736842], ['surface-to-air_missile', 'backing', 0.6666666666666666], ['air', 'pursuit', 0.8421052631578947], ['action', 'change', 0.9230769230769231], ['force', 'riot', 0.9411764705882353], ['note', 'change', 0.7777777777777778], ['terrorist', 'case', 0.7058823529411765], ['strike', 'offense', 0.8235294117647058], ['react', 'burn', 0.6666666666666666], ['keep', 'backing', 0.8571428571428571], ['attack', 'offense', 0.9473684210526315], ['quote', 'case', 0.6666666666666666], ['enough', 'case', 0.5454545454545454], ['ready', 'hostility', 0.7272727272727273], ['arm', 'backing', 0.7777777777777778], ['days', 'life', 0.9230769230769231], ['military', 'court', 0.6666666666666666], ['right', 'justice', 0.8571428571428571], ['take_down', 'associate', 0.4444444444444444], ['panic', 'terrorize', 0.9090909090909091], ['come', 'enjoy', 0.75], ['multiple_sclerosis', 'burn', 0.7619047619047619], ['claim', 'test', 0.75], ['estimate', 'judgment', 0.9230769230769231], ['dynasty', 'camp', 0.5333333333333333], ['react', 'burn', 0.6666666666666666], ['royal', 'humanity', 0.7586206896551724], ['happen', 'court', 0.5], ['know', 'judgment', 0.75], ['blasted', 'court', 0.4], ['state', 'justice', 0.9230769230769231], ['airplane', 'case', 0.6], ['willing', 'change', 0.8], ['bomber', 'case', 0.75], ['kill', 'slaughter', 0.9523809523809523], ['arrive', 'court', 0.5], ['slam', 'destruction', 0.8], ['union', 'case', 0.8333333333333334], ['take', 'test', 0.8571428571428571], ['result', 'change', 0.9090909090909091], ['controversy', 'entreaty', 0.7058823529411765], ['casualty', 'change', 0.8571428571428571], ['language', 'matter', 0.8571428571428571], ['attack', 'offense', 0.9473684210526315], ['tell', 'case', 0.6666666666666666], ['time', 'sentence', 1.0], ['think', 'hear', 0.6666666666666666], ['citizen', 'case', 0.7058823529411765], ['reason', 'case', 0.8571428571428571], ['approach', 'pursuit', 0.8888888888888888], ['target', 'clout', 0.9333333333333333], ['suicide', 'slaughter', 0.9090909090909091], ['pakistan', 'court', 0.5263157894736842], ['camp', 'camp', 1.0], ['associate', 'associate', 1.0], ['strike', 'offense', 0.8235294117647058], ['question', 'test', 0.8571428571428571], ['impact', 'influence', 0.9333333333333333]]"
11,"[['devi', 'election', 0.6], ['join', 'state', 0.6], ['field', 'head', 0.8], ['former', 'former', 1.0], ['dekaliter', 'last', 0.8], ['beginning', 'get', 1.0], ['expel', 'tough', 0.5], ['agreement', 'request', 0.8571428571428571], ['articulation', 'seat', 0.8333333333333334], ['disquieted', 'tough', 0.3333333333333333], ['resistance', 'battle', 0.875], ['join', 'state', 0.6], ['emerge', 'head', 0.6666666666666666], ['party', 'party', 1.0], ['announcement', 'note', 0.7692307692307693], ['unit_of_measurement', 'last', 0.8333333333333334], ['seat', 'seat', 1.0], ['presence', 'conduct', 0.8333333333333334], ['member', 'head', 0.8571428571428571], ['report', 'request', 0.8], ['head', 'head', 1.0], ['election', 'election', 1.0], ['secretary', 'head', 0.9473684210526315], ['polls', 'polls', 1.0], ['follow', 'come', 1.0], ['left', 'polls', 0.8571428571428571], ['party', 'party', 1.0], ['meet', 'see', 1.0], ['resistance', 'battle', 0.875], ['assembly', 'congress', 0.8571428571428571], ['senior', 'head', 0.7058823529411765], ['leadership', 'last', 0.8571428571428571], ['state', 'state', 1.0], ['day', 'days', 1.0], ['general', 'general', 1.0], ['election', 'election', 1.0], ['president', 'head', 0.8571428571428571], ['update', 'represent', 0.7272727272727273], ['curate', 'curate', 1.0], ['agenda', 'vote', 0.6666666666666666], ['chirrup', 'last', 0.7142857142857143], ['seating', 'seat', 1.0], ['get', 'come', 1.0], ['news', 'request', 0.7272727272727273], ['live', 'last', 1.0], ['indian', 'head', 0.7058823529411765]]"
12,"[['seat', 'seating', 1.0], ['party', 'party', 1.0], ['campaigner', 'party', 0.6666666666666666], ['secular', 'party', 0.7058823529411765], ['field', 'maharashtra', 0.8571428571428571], ['contest', 'contend', 1.0], ['vote', 'poll', 0.8571428571428571], ['decide', 'side', 0.5], ['decision', 'mind', 0.9411764705882353], ['division', 'frame', 0.9411764705882353], ['attempt', 'solo', 0.8571428571428571], ['peoples', 'side', 0.8235294117647058], ['take', 'bring', 1.0], ['aga', 'head', 0.625], ['seating', 'seating', 1.0], ['support', 'frame', 0.875], ['divide', 'side', 0.8333333333333334], ['state', 'state', 1.0], ['former', 'old', 1.0], ['announce', 'give', 0.8333333333333334], ['function', 'party', 0.9230769230769231], ['employee', 'party', 0.7058823529411765], ['election', 'face', 0.8333333333333334], ['front', 'presence', 1.0], ['vote', 'poll', 0.8571428571428571], ['name', 'side', 0.8235294117647058], ['board', 'surface', 0.9230769230769231], ['head', 'head', 1.0], ['reporter', 'party', 0.7058823529411765], ['region', 'side', 0.9230769230769231], ['come', 'turn', 0.8571428571428571], ['parliamentary', 'parliamentary', 1.0], ['polls', 'poll', 1.0], ['meet', 'contend', 0.8], ['kashmir', 'maharashtra', 0.8571428571428571], ['resistance', 'change', 0.8571428571428571], ['union', 'join', 1.0], ['leader', 'leader', 1.0], ['state', 'state', 1.0], ['highlight', 'give', 0.8], ['get', 'bring', 1.0], ['election', 'face', 0.8333333333333334], ['update', 'give', 0.7272727272727273], ['curate', 'curate', 1.0], ['agenda', 'presence', 0.75], ['chirrup', 'trouble', 0.7692307692307693], ['general', 'head', 0.9473684210526315], ['news', 'series', 0.875], ['live', 'last', 1.0], ['indian', 'party', 0.7058823529411765]]"
13,"[['campaigner', 'campaigner', 1.0], ['phase', 'phase', 1.0], ['congress', 'union', 0.8571428571428571], ['flush', 'travel', 0.875], ['poll', 'polls', 1.0], ['announce', 'announce', 1.0], ['second', 'third', 0.9], ['seating', 'seating', 1.0], ['phase', 'phase', 1.0], ['field', 'field', 1.0], ['reporter', 'party', 0.7058823529411765], ['ham', 'party', 0.6666666666666666], ['random-access_memory', 'release', 0.7368421052631579], ['field', 'field', 1.0], ['jay', 'polls', 0.7692307692307693], ['resistance', 'release', 0.8235294117647058], ['campaigner', 'campaigner', 1.0], ['very_important_person', 'party', 0.6666666666666666], ['committee', 'committee', 1.0], ['alias', 'form', 0.7142857142857143], ['nomination', 'election', 0.7777777777777778], ['meet', 'contest', 0.8571428571428571], ['contest', 'contest', 1.0], ['held', 'include', 0.8], ['filing', 'list', 0.8333333333333334], ['state', 'phase', 0.9333333333333333], ['field', 'field', 1.0], ['centimeter', 'count', 0.5714285714285714], ['date', 'party', 0.8], ['mononuclear_phagocyte_system', 'party', 0.3333333333333333], ['sit', 'seating', 1.0], ['election', 'election', 1.0], ['spokesman', 'party', 0.6666666666666666], ['announcement', 'release', 0.9230769230769231], ['contest', 'contest', 1.0], ['one-half', 'third', 0.9090909090909091], ['travel', 'travel', 1.0], ['unit_of_measurement', 'count', 0.7272727272727273], ['mister', 'form', 0.625], ['list', 'list', 1.0], ['name', 'list', 1.0], ['april', 'phase', 0.7142857142857143], ['alliance', 'party', 0.8333333333333334], ['party', 'party', 1.0], ['travel', 'travel', 1.0], ['put', 'seating', 0.8], ['imperativeness', 'pass', 0.5882352941176471], ['present', 'represent', 1.0], ['election', 'election', 1.0], ['sunday', 'curate', 0.8333333333333334], ['march', 'travel', 0.9]]"
14,"[['martyr', 'person', 0.7058823529411765], ['tribute', 'fields', 0.8], ['death', 'last', 1.0], ['march', 'state', 0.8], ['forfeit', 'line', 0.7692307692307693], ['martyrdom', 'thing', 0.7142857142857143], ['continue', 'make', 0.6666666666666666], ['hunger', 'state', 0.6666666666666666], ['tribute', 'fields', 0.8], ['freedom', 'state', 0.8888888888888888], ['hang', 'fall', 1.0], ['pay', 'make', 0.8], ['day', 'date', 0.9090909090909091], ['great', 'person', 0.75], ['coevals', 'people', 0.8888888888888888], ['associate', 'date', 0.9473684210526315], ['chief', 'president', 0.8571428571428571], ['son', 'person', 0.7058823529411765], ['combatant', 'person', 0.8], ['court', 'fields', 0.9411764705882353], ['tweet', 'thing', 0.7142857142857143], ['curate', 'person', 0.6666666666666666], ['strike', 'fall', 1.0], ['put', 'make', 0.8], ['murder', 'transfer', 0.7619047619047619], ['jail', 'cell', 0.6], ['wage', 'loot', 0.5882352941176471], ['revolutionist', 'person', 0.75], ['lathi', 'line', 0.6666666666666666], ['honor', 'name', 0.875], ['police', 'cell', 0.7058823529411765], ['life', 'cell', 0.8333333333333334], ['idol', 'picture', 0.8235294117647058], ['escape', 'miss', 1.0], ['narrative', 'truth', 0.7272727272727273], ['simon', 'person', 0.7058823529411765], ['delhi', 'state', 0.7777777777777778], ['scott', 'man', 0.7692307692307693], ['bow', 'line', 0.8333333333333334], ['die', 'fall', 0.8571428571428571], ['revolutionary', 'person', 0.75], ['fatherland', 'state', 0.9411764705882353], ['toilet', 'cell', 0.8888888888888888], ['bow', 'line', 0.8333333333333334]]"
15,"[['naval', 'naval', 1.0], ['frailty', 'frailty', 1.0], ['staff', 'staff', 1.0], ['missile', 'missile', 1.0], ['defense_mechanism', 'defense_mechanism', 1.0], ['military_officer', 'military_officer', 1.0], ['serve', 'serve', 1.0], ['college', 'college', 1.0], ['appoint', 'appoint', 1.0], ['destroyer', 'destroyer', 1.0], ['chief', 'head', 1.0], ['wellington', 'wellington', 1.0], ['command', 'command', 1.0], ['war', 'war', 1.0], ['command', 'command', 1.0], ['alumnus', 'alumnus', 1.0], ['wings', 'wings', 1.0], ['alumnus', 'alumnus', 1.0], ['steer', 'head', 1.0], ['academy', 'college', 0.8235294117647058], ['commission', 'commission', 1.0], ['following', 'career', 0.8421052631578947], ['ship', 'destroyer', 0.9166666666666666], ['gain', 'gain', 1.0], ['command', 'command', 1.0], ['career', 'career', 1.0], ['article', 'decoration', 0.8333333333333334], ['helicopter', 'helicopter', 1.0], ['pilot', 'pilot', 1.0], ['eastern', 'eastern', 1.0], ['guard', 'commission', 0.9], ['flag', 'flag', 1.0], ['seashore', 'head', 0.6666666666666666], ['informed', 'present', 0.8888888888888888], ['tweet', 'tweet', 1.0], ['presently', 'presently', 1.0], ['services', 'serve', 1.0], ['indian', 'indian', 1.0], ['well', 'area', 0.8235294117647058], ['office', 'office', 1.0], ['state', 'government', 0.9333333333333333], ['official', 'cross', 0.75], ['year', 'day', 0.8333333333333334], ['election', 'command', 0.8333333333333334], ['election', 'command', 0.8333333333333334], ['national', 'national', 1.0], ['update', 'present', 0.8], ['agenda', 'flag', 0.875], ['chirrup', 'tweet', 0.8], ['seating', 'services', 0.9411764705882353], ['general', 'wellington', 0.967741935483871], ['get', 'take', 1.0], ['news', 'pilot', 0.8235294117647058], ['populate', 'charge', 0.6666666666666666]]"
16,"[['justice', 'justice', 1.0], ['curse', 'curse', 1.0], ['court', 'court', 1.0], ['administer', 'head', 0.75], ['high', 'high', 1.0], ['president', 'president', 1.0], ['judge', 'judge', 1.0], ['office', 'president', 0.8888888888888888], ['corruptness', 'corruptness', 1.0], ['choose', 'take', 1.0], ['chief', 'head', 1.0], ['justice', 'justice', 1.0], ['serve', 'serve', 1.0], ['sit', 'serve', 0.8], ['panel', 'committee', 0.9411764705882353], ['former', 'former', 1.0], ['allegation', 'charge', 0.875], ['probe', 'autopsy', 0.8], ['first', 'first', 1.0], ['random-access_memory', 'random-access_memory', 1.0], ['personal_computer', 'personal_computer', 1.0], ['lead', 'head', 1.0], ['supreme', 'supreme', 1.0], ['parliamentarian', 'head', 0.7058823529411765], ['curate', 'head', 0.631578947368421], ['take', 'take', 1.0], ['deadline', 'first', 0.8], ['premier', 'president', 0.9166666666666666], ['promote', 'recommend', 0.8], ['power', 'supply', 0.8571428571428571], ['retired', 'retired', 1.0], ['judicial', 'judicial', 1.0], ['approve', 'judge', 0.8], ['old_age', 'march', 0.6666666666666666], ['right', 'justice', 0.8571428571428571], ['convict', 'judge', 0.8888888888888888], ['human', 'head', 0.6086956521739131], ['court', 'court', 1.0], ['take', 'take', 1.0], ['week', 'march', 0.7142857142857143], ['frailty', 'corruptness', 0.6666666666666666], ['ceremony', 'ceremony', 1.0], ['term', 'head', 0.8571428571428571], ['tamil', 'head', 0.6], ['presence', 'presence', 1.0], ['member', 'member', 1.0], ['name', 'appoint', 1.0], ['post', 'president', 0.8888888888888888], ['state', 'justice', 0.9230769230769231], ['close', 'first', 0.7272727272727273], ['committee', 'committee', 1.0]]"
17,"[['congress', 'union', 0.8571428571428571], ['join', 'union', 1.0], ['elect', 'nominate', 0.6666666666666666], ['seat', 'seating', 1.0], ['campaigner', 'campaigner', 1.0], ['lose', 'seating', 0.6666666666666666], ['party', 'party', 1.0], ['consumer_price_index', 'list', 0.625], ['announce', 'announce', 1.0], ['figured', 'count', 0.75], ['seventh', 'third', 0.9090909090909091], ['communist', 'party', 0.6666666666666666], ['telugu', 'irani', 0.8181818181818182], ['fields', 'field', 1.0], ['field', 'field', 1.0], ['discontinue', 'include', 0.5], ['list', 'list', 1.0], ['name', 'list', 1.0], ['name', 'list', 1.0], ['decide', 'include', 0.5], ['committee', 'committee', 1.0], ['night', 'phase', 0.8333333333333334], ['election', 'election', 1.0], ['election', 'election', 1.0], ['decision', 'election', 0.875], ['multiple_sclerosis', 'pass', 0.5882352941176471], ['friday', 'phase', 0.6666666666666666], ['hours', 'phase', 0.8333333333333334], ['leave', 'pass', 0.9333333333333333], ['come', 'pass', 0.8], ['union', 'union', 1.0], ['senior', 'party', 0.7058823529411765], ['former', 'first', 0.9333333333333333], ['cardinal', 'curate', 0.8333333333333334], ['leader', 'release', 0.8235294117647058], ['day', 'phase', 0.8333333333333334], ['seat', 'seating', 1.0], ['update', 'announce', 0.8], ['curate', 'curate', 1.0], ['agenda', 'list', 0.9333333333333333], ['chirrup', 'union', 0.7692307692307693], ['general', 'president', 0.8181818181818182], ['get', 'represent', 0.8888888888888888], ['news', 'list', 0.7692307692307693], ['live', 'include', 0.5], ['indian', 'irani', 0.9]]"
18,"[['list', 'list', 1.0], ['campaigner', 'campaigner', 1.0], ['name_calling', 'name_calling', 1.0], ['announce', 'announce', 1.0], ['contest', 'contest', 1.0], ['third', 'third', 1.0], ['incorporate', 'list', 0.4], ['campaigner', 'campaigner', 1.0], ['release', 'release', 1.0], ['poll', 'polls', 1.0], ['include', 'include', 1.0], ['constituency', 'constituency', 1.0], ['phase', 'phase', 1.0], ['assam', 'union', 0.7], ['let_go_of', 'release', 1.0], ['campaigner', 'campaigner', 1.0], ['transport', 'field', 0.9], ['spokesperson', 'party', 0.7058823529411765], ['night', 'phase', 0.8333333333333334], ['election', 'election', 1.0], ['polls', 'polls', 1.0], ['keep', 'list', 0.7272727272727273], ['general', 'president', 0.8181818181818182], ['election', 'election', 1.0], ['national', 'national', 1.0], ['update', 'announce', 0.8], ['first', 'first', 1.0], ['agenda', 'list', 0.9333333333333333], ['chirrup', 'union', 0.7692307692307693], ['seating', 'seating', 1.0], ['get', 'represent', 0.8888888888888888], ['news', 'list', 0.7692307692307693], ['live', 'include', 0.5], ['indian', 'irani', 0.9]]"
19,"[['justice', 'justice', 1.0], ['curse', 'curse', 1.0], ['court', 'court', 1.0], ['administer', 'head', 0.75], ['high', 'high', 1.0], ['president', 'president', 1.0], ['judge', 'judge', 1.0], ['office', 'president', 0.8888888888888888], ['corruptness', 'corruptness', 1.0], ['choose', 'take', 1.0], ['chief', 'head', 1.0], ['justice', 'justice', 1.0], ['serve', 'serve', 1.0], ['sit', 'serve', 0.8], ['panel', 'committee', 0.9411764705882353], ['former', 'former', 1.0], ['allegation', 'charge', 0.875], ['probe', 'autopsy', 0.8], ['first', 'first', 1.0], ['random-access_memory', 'random-access_memory', 1.0], ['personal_computer', 'personal_computer', 1.0], ['lead', 'head', 1.0], ['supreme', 'supreme', 1.0], ['parliamentarian', 'head', 0.7058823529411765], ['curate', 'head', 0.631578947368421], ['take', 'take', 1.0], ['deadline', 'first', 0.8], ['premier', 'president', 0.9166666666666666], ['promote', 'recommend', 0.8], ['power', 'supply', 0.8571428571428571], ['retired', 'retired', 1.0], ['judicial', 'judicial', 1.0], ['approve', 'judge', 0.8], ['old_age', 'march', 0.6666666666666666], ['right', 'justice', 0.8571428571428571], ['convict', 'judge', 0.8888888888888888], ['human', 'head', 0.6086956521739131], ['court', 'court', 1.0], ['take', 'take', 1.0], ['week', 'march', 0.7142857142857143], ['frailty', 'corruptness', 0.6666666666666666], ['ceremony', 'ceremony', 1.0], ['term', 'head', 0.8571428571428571], ['tamil', 'head', 0.6], ['presence', 'presence', 1.0], ['member', 'member', 1.0], ['name', 'appoint', 1.0], ['post', 'president', 0.8888888888888888], ['state', 'justice', 0.9230769230769231], ['close', 'first', 0.7272727272727273], ['committee', 'committee', 1.0]]"
20,"[['list', 'list', 1.0], ['congress', 'union', 0.8571428571428571], ['moment', 'phase', 0.8], ['contest', 'contest', 1.0], ['daughter', 'party', 0.6666666666666666], ['contest', 'contest', 1.0], ['first', 'first', 1.0], ['leader', 'release', 0.8235294117647058], ['raver', 'party', 0.7058823529411765], ['favor', 'include', 0.8], ['lodge', 'party', 0.7692307692307693], ['mister', 'form', 0.625], ['state', 'phase', 0.9333333333333333], ['get_the_better_of', 'include', 0.5], ['winner', 'party', 0.75], ['retain', 'list', 0.4444444444444444], ['figure', 'form', 1.0], ['replace', 'seating', 0.6666666666666666], ['ticket', 'pass', 0.9411764705882353], ['drop', 'travel', 0.875], ['congress', 'union', 0.8571428571428571], ['party', 'party', 1.0], ['mononuclear_phagocyte_system', 'party', 0.3333333333333333], ['sit', 'seating', 1.0], ['articulation', 'union', 0.8], ['deny', 'include', 0.5], ['included', 'include', 1.0], ['seek', 'travel', 0.8571428571428571], ['constituency', 'constituency', 1.0], ['join', 'union', 1.0], ['face', 'confront', 1.0], ['seat', 'seating', 1.0], ['north', 'union', 1.0], ['last', 'release', 0.8571428571428571], ['campaigner', 'campaigner', 1.0], ['family', 'form', 0.8333333333333334], ['chief', 'president', 0.8571428571428571], ['times', 'phase', 0.8333333333333334], ['mumbai', 'field', 0.7058823529411765]]"
21,"[['terrorist', 'terrorist', 1.0], ['trap', 'trap', 1.0], ['side', 'area', 0.9230769230769231], ['open_fire', 'afoot', 0.3333333333333333], ['imam', 'imam', 1.0], ['travel', 'kill', 0.7368421052631579], ['sahib', 'image', 0.6666666666666666], ['expect', 'include', 0.8], ['believe', 'include', 0.75], ['inside', 'house', 0.8333333333333334], ['details', 'particular', 1.0], ['least', 'security', 0.5263157894736842], ['state', 'agency', 0.8888888888888888], ['house', 'house', 1.0], ['force', 'force', 1.0], ['area', 'area', 1.0], ['official', 'official', 1.0], ['district', 'district', 1.0], ['file', 'brush', 0.7777777777777778], ['security', 'security', 1.0], ['election', 'command', 0.8333333333333334], ['election', 'command', 0.8333333333333334], ['update', 'news', 0.9230769230769231], ['agenda', 'report', 0.7142857142857143], ['chirrup', 'report', 0.8], ['seating', 'hunt', 0.75], ['general', 'command', 0.8571428571428571], ['get', 'develop', 1.0], ['news', 'news', 1.0], ['live', 'afoot', 0.5], ['indian', 'indian', 1.0]]"
22,"[['separatist', 'national', 0.7058823529411765], ['invite', 'invite', 1.0], ['day', 'day', 1.0], ['national', 'national', 1.0], ['crackdown', 'stay', 0.6666666666666666], ['boycott', 'strike', 0.8], ['delhi', 'march', 0.7058823529411765], ['representative', 'representative', 1.0], ['tension', 'light', 0.8333333333333334], ['reception', 'stay', 0.7692307692307693], ['committee', 'committee', 1.0], ['event', 'event', 1.0], ['islamabad', 'march', 0.6666666666666666], ['kashmir', 'camp', 0.75], ['india', 'march', 0.7058823529411765], ['pakistan', 'march', 0.7058823529411765], ['direct', 'send', 1.0], ['high', 'high', 1.0], ['apprehension', 'light', 0.8888888888888888], ['confide', 'send', 0.7142857142857143], ['past', 'day', 0.8333333333333334], ['government', 'government', 1.0], ['decide', 'decide', 1.0], ['interfering', 'invite', 0.6666666666666666], ['gesture', 'transport', 0.7777777777777778], ['deter', 'object', 0.75], ['indication', 'representative', 0.7692307692307693], ['new', 'new', 1.0], ['beginning', 'attack', 0.9473684210526315], ['state', 'government', 0.9333333333333333], ['attack', 'attack', 1.0], ['weaken', 'widen', 0.5], ['follow', 'follow', 1.0], ['calendar_month', 'march', 0.8571428571428571], ['barricade', 'camp', 0.7058823529411765], ['critic', 'national', 0.6666666666666666], ['top', 'high', 0.8571428571428571], ['official', 'official', 1.0], ['send', 'send', 1.0], ['senior', 'national', 0.7058823529411765], ['captive', 'national', 0.75], ['difference', 'note', 0.7272727272727273], ['insist', 'invite', 0.6666666666666666], ['communications', 'stay', 0.8333333333333334], ['fear', 'transport', 0.8], ['double', 'twice', 1.0], ['resolution', 'result', 1.0], ['leadership', 'leadership', 1.0], ['none', 'leadership', 0.7058823529411765], ['host', 'national', 0.8], ['politician', 'representative', 0.9], ['one', 'opinion', 0.7058823529411765], ['internal', 'national', 1.0], ['state', 'government', 0.9333333333333333], ['attend', 'attend', 1.0], ['observe', 'mention', 1.0], ['begin', 'attack', 0.6666666666666666], ['scheme', 'opinion', 0.8], ['event', 'event', 1.0], ['send', 'send', 1.0], ['respect', 'observe', 1.0], ['line', 'note', 1.0], ['year', 'day', 0.8333333333333334], ['environment', 'camp', 0.75], ['duty', 'government', 0.875], ['imprison', 'high', 0.4], ['term', 'day', 0.8333333333333334], ['attend', 'attend', 1.0], ['come', 'follow', 1.0], ['necktie', 'installation', 0.625], ['attend', 'attend', 1.0], ['negotiation', 'dialogue', 1.0], ['mark', 'note', 1.0]]"
23,"[['ban', 'ban', 1.0], ['breakaway', 'separatist', 1.0], ['conversation', 'exchange', 0.9230769230769231], ['many', 'many', 1.0], ['leadership', 'activity', 0.9230769230769231], ['terrorism', 'administration', 0.7368421052631579], ['activity', 'activity', 1.0], ['malik', 'malik', 1.0], ['kashmiri', 'kashmiri', 1.0], ['improper', 'improper', 1.0], ['liberation', 'liberation', 1.0], ['separatist', 'separatist', 1.0], ['secretary', 'secretary', 1.0], ['intelligence', 'agency', 0.875], ['centre', 'centre', 1.0], ['home', 'home', 1.0], ['agency', 'agency', 1.0], ['front', 'front', 1.0], ['secessionism', 'issue', 0.7142857142857143], ['purge', 'liberation', 0.9090909090909091], ['case', 'case', 1.0], ['close', 'liberation', 0.8181818181818182], ['exodus', 'act', 0.7692307692307693], ['execute', 'murder', 0.8], ['law', 'prohibition', 0.9411764705882353], ['take', 'issue', 1.0], ['motivate', 'force', 0.6666666666666666], ['command', 'force', 0.9333333333333333], ['tolerance', 'tolerance', 1.0], ['chaos', 'force', 0.8571428571428571], ['spearhead', 'spearhead', 1.0], ['brass', 'administration', 1.0], ['stance', 'tolerance', 0.8333333333333334], ['murder', 'murder', 1.0], ['ban', 'ban', 1.0], ['state', 'activity', 0.8888888888888888], ['harmonize', 'issue', 0.6], ['originator', 'person', 0.75], ['forefront', 'forefront', 1.0], ['track', 'issue', 0.7692307692307693], ['summer', 'prohibition', 0.7692307692307693], ['financing', 'issue', 0.8181818181818182], ['agency', 'agency', 1.0], ['expose', 'air', 0.8888888888888888], ['top', 'front', 0.9], ['nothing', 'case', 0.5454545454545454], ['colonel', 'person', 0.5714285714285714], ['manage', 'achieve', 0.8], ['elements', 'air', 0.9230769230769231], ['probe', 'probe', 1.0], ['security', 'act', 0.875], ['tough', 'person', 0.75], ['chair', 'stairs', 0.8421052631578947], ['promotion', 'exchange', 0.875], ['state', 'activity', 0.8888888888888888], ['militant', 'person', 0.7058823529411765], ['equip', 'home', 0.6], ['support', 'stairs', 0.9411764705882353], ['foreground', 'register', 0.7], ['bend', 'bend', 1.0], ['investigate', 'probe', 0.8571428571428571], ['watch', 'prohibition', 0.8333333333333334], ['continue', 'issue', 0.6666666666666666], ['include', 'add', 0.8888888888888888], ['trip', 'air', 0.8571428571428571], ['commissariat', 'treat', 0.7692307692307693]]"
24,"[['pakistan', 'pakistan', 1.0], ['khan', 'khan', 1.0], ['separatist', 'national', 0.7058823529411765], ['committee', 'force', 0.8], ['message', 'message', 1.0], ['panic', 'state', 0.75], ['day', 'day', 1.0], ['reception', 'greeting', 0.9230769230769231], ['india', 'pakistan', 0.9], ['invite', 'wish', 0.8235294117647058], ['high', 'force', 0.7692307692307693], ['subcontinent', 'subcontinent', 1.0], ['comfortable', 'comfortable', 1.0], ['crackdown', 'help', 0.625], ['greeting', 'greeting', 1.0], ['event', 'issue', 1.0], ['resolution', 'resoluteness', 1.0], ['march', 'march', 1.0], ['time', 'time', 1.0], ['peaceful', 'peaceful', 1.0], ['state', 'state', 1.0], ['receive', 'welcome', 1.0], ['celebrated', 'believe', 0.6666666666666666], ['kashmir', 'region', 0.8333333333333334], ['send', 'air', 1.0], ['pakistani', 'indian', 0.9], ['apprehension', 'cull', 0.75], ['violence', 'force', 1.0], ['free', 'free', 1.0], ['monosodium_glutamate', 'monosodium_glutamate', 1.0], ['deter', 'begin', 0.6153846153846154], ['together', 'together', 1.0], ['mark', 'establish', 0.8], ['sent', 'air', 1.0], ['region', 'region', 1.0], ['year', 'day', 0.8333333333333334], ['deter', 'begin', 0.6153846153846154], ['national', 'national', 1.0], ['air', 'air', 1.0], ['tweet', 'time', 0.6666666666666666], ['captivity', 'relationship', 0.8333333333333334], ['force', 'force', 1.0], ['attack', 'attack', 1.0], ['issue', 'issue', 1.0], ['mount', 'march', 0.8], ['people', 'people', 1.0], ['welcome', 'welcome', 1.0], ['send', 'air', 1.0], ['state', 'state', 1.0], ['calendar_month', 'march', 0.8571428571428571], ['escalation', 'march', 0.7], ['capture', 'attack', 0.8571428571428571], ['constitution', 'attack', 0.9], ['official', 'national', 0.7058823529411765], ['indian', 'indian', 1.0], ['confine', 'jet', 0.5], ['curate', 'national', 0.631578947368421], ['progressive', 'progressive', 1.0], ['kashmiri', 'indian', 0.9523809523809523], ['take', 'issue', 1.0], ['tension', 'force', 0.875], ['imprison', 'jet', 0.4], ['guest', 'national', 0.6666666666666666], ['prosecute', 'jet', 0.5], ['difference', 'air', 0.8]]"
